id,team_id,team_name,team_logo,region_name,rating,map_num,map_win_loss,map_win_rate,game_played,win_rate,avg_round,kd_rate,kd,kd_diff,avg_kill,avg_death,avg_assist,total_kill,total_death,total_assist,total_round,first_five_win_num,first_five_win_rate,first_ten_win_num,first_ten_win_rate,ct_win_round,ct_win_rate,t_win_round,t_win_rate,ct_first_win_round,ct_first_win_rate,t_first_win_round,t_first_win_rate,first_kill,first_kill_rate,first_death_num,first_death_rate,global_rank,valve_rank,valve_point,point,score,global_bonus,rank,rank_change,rank_diff,csv_index,crawl_time
,csgo_tm_8474,100 Thieves,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_d6kfct4conkpudhr3n40.png,,1.05,68,41/27,60.3%,32,65.6%,21.4,1.08,+359,,73.3,68.0,24.6,4986,4627,1676,1453,39,57.4%,42,61.8%,361,58.2%,307,47.0%,33,48.5%,38,55.9%,425,71.9%,185,32.3%,69,,,,,"$194,250",,,-,685,1777963826
,hltv_team_13753,basement bobs,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d768njkconkpudhr3qgg.png,,1.05,15,7/8,46.7%,6,50.0%,20.4,0.94,-66,,65.7,70.1,21.7,986,1052,326,306,6,40.0%,6,40.0%,72,46.2%,78,52.0%,8,53.3%,5,33.3%,96,71.1%,50,29.9%,200,,,,,,,,-,686,1777963826
,hltv_team_13755,cswalkers,https://oss.5eplay.com/sport/csgo/team/null.png,,1.05,4,1/3,25.0%,4,25.0%,19.8,0.99,-2,,66.8,67.3,19.5,267,269,78,79,1,25.0%,1,25.0%,25,53.2%,10,31.3%,2,50.0%,0,0.0%,20,66.7%,4,15.4%,,,,,,,,,-,687,1777963826
,hltv_team_13792,ex-MINLATE,https://oss.5eplay.com/sport/csgo/team/null.png,,1.05,14,6/8,42.9%,6,33.3%,21.6,0.96,-36,,70.8,73.4,25.9,991,1027,362,302,6,42.9%,7,50.0%,79,50.0%,73,50.7%,7,50.0%,8,57.1%,90,68.2%,57,35.0%,188,,,,,,,,-,688,1777963826
,hltv_team_13816,FromPR,https://oss.5eplay.com/sport/csgo/team/null.png,,1.05,7,3/4,42.9%,3,33.3%,18.9,0.88,-60,,63.3,71.9,20.7,443,503,145,132,4,57.1%,4,57.1%,30,44.8%,31,47.7%,3,42.9%,1,14.3%,36,69.2%,14,31.8%,,,,,,,,,-,689,1777963826
,hltv_team_13826,Nas,https://oss.5eplay.com/sport/csgo/team/null.png,,1.05,6,2/4,33.3%,3,33.3%,21.5,1.01,+5,,73.3,72.5,26.7,440,435,160,129,2,33.3%,2,33.3%,33,50.0%,29,46.0%,4,66.7%,4,66.7%,44,80.0%,11,21.2%,,,,,,,,,-,690,1777963826
,csgo_tm_10973,Anonymo,https://oss.5eplay.com/sport/csgo/team/merge_ceihfkv4nfq4334151l0.png,,1.04,445,203/242,45.6%,195,44.1%,24.0,0.97,-910,,79.3,81.4,24.9,35310,36220,11061,10666,223,50.1%,209,47.0%,2721,50.3%,2552,48.6%,233,52.4%,224,50.3%,2560,70.5%,1110,29.6%,,,,,,"$126,482",,,+9,691,1777963826
,csgo_tm_4803,iNation,https://oss.5eplay.com/sport/csgo/team/hz/cec3piv4nfq43340uov0.png,,1.04,163,83/80,50.9%,76,52.6%,26.3,1.00,+50,,86.3,86.0,22.9,14065,14015,3726,4285,95,58.3%,86,52.8%,1038,49.1%,1104,50.9%,83,50.9%,79,48.5%,1411,70.4%,556,28.4%,,,,,,,,,-,692,1777963826
,csgo_tm_4501,aTTaX,https://oss.5eplay.com/sport/csgo/team/hz/cec3pff4nfq43340unq0.png,,1.04,674,337/337,50.0%,291,49.1%,23.5,0.99,-411,,77.5,78.1,25.2,52209,52620,16952,15813,337,50.0%,339,50.3%,4066,50.2%,3872,50.2%,333,49.4%,333,49.4%,4307,70.3%,1764,28.5%,,,,,,"$929,188",,,-,693,1777963826
,hltv_team_12091,INVSN,https://oss.5eplay.com/sport/csgo/team/cfk3g21ll806h1bg1nkg.png,,1.04,28,12/16,42.9%,10,30.0%,26.9,0.99,-37,,87.5,88.8,20.5,2450,2487,575,752,9,32.1%,13,46.4%,179,48.8%,174,45.2%,16,57.1%,15,53.6%,256,67.9%,86,24.7%,,,,,,,,,-,694,1777963826
,csgo_tm_6902,GODSENT,https://oss.5eplay.com/sport/csgo/team/hz/cec3qmv4nfq43340v2ng.png,,1.04,238,113/125,47.5%,105,48.6%,25.0,1.00,-37,,82.7,82.8,25.0,19678,19715,5961,5946,126,52.9%,115,48.3%,1575,51.8%,1397,48.0%,122,51.3%,116,48.7%,1827,70.3%,728,27.8%,,,,,,"$714,207",,,-,695,1777963826
,csgo_tm_7244,K23,https://oss.5eplay.com/sport/csgo/team/merge_cee3hrf4nfq433414ti0.png,,1.04,100,42/58,42.0%,45,40.0%,27.2,1.00,-41,,88.5,88.9,21.6,8846,8887,2156,2715,51,51.0%,40,40.0%,669,49.0%,649,48.1%,55,55.0%,48,48.0%,930,68.4%,384,27.8%,,,,,,"$356,767",,,-,696,1777963826
,csgo_tm_10254,BIG.A,https://oss.5eplay.com/sport/csgo/team/merge_cgch9m9ll806h1bg2lp0.png,,1.04,339,175/164,51.6%,144,51.4%,23.9,1.01,+379,,80.5,79.4,23.7,27279,26900,8029,8113,171,50.4%,173,51.0%,2067,51.5%,1999,50.0%,177,52.2%,180,53.1%,2462,71.1%,972,29.0%,132,,,,,"$233,196",,,-8,697,1777963826
,hltv_team_12107,sYnck,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cgn2h6f4nfqe2nie3ur0.png,,1.04,140,62/78,44.3%,65,41.5%,24.6,0.98,-207,,81.6,83.1,21.4,11427,11634,2991,3450,66,47.1%,72,51.4%,848,49.2%,848,49.1%,74,52.9%,81,57.9%,790,69.7%,300,27.2%,,,,,,"$21,991",,,-,698,1777963826
,csgo_tm_7461,CPHFlames,https://oss.5eplay.com/sport/csgo/team/cei1pjv4nfq43341503g.png,,1.04,122,60/62,49.2%,52,48.1%,28.4,0.98,-255,,93.6,95.7,26.2,11420,11675,3193,3463,61,50.0%,61,50.0%,876,48.9%,842,50.3%,66,54.1%,65,53.3%,1182,69.3%,512,29.8%,,,,,,"$501,324",,,-,699,1777963826
,csgo_tm_9928,GL,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d7ldoasconkpudhr4da0.png,,1.04,621,329/292,53.0%,283,54.4%,22.9,0.99,-623,,75.3,76.3,24.7,46752,47375,15357,14244,316,50.9%,314,50.6%,3676,51.5%,3461,48.7%,297,47.8%,288,46.4%,4512,70.3%,1934,30.1%,14,,,,,"$1,008,497",,,-1,700,1777963826
,csgo_tm_10813,Eros,https://oss.5eplay.com/sport/csgo/team/merge_ceimie74nfq4334153l0.png,,1.04,34,16/18,47.1%,19,42.1%,21.9,0.97,-82,,73.1,75.5,20.4,2484,2566,693,745,17,50.0%,15,44.1%,161,45.6%,200,51.0%,20,58.8%,12,35.3%,191,68.7%,84,30.1%,,,,,,,,,-,701,1777963826
,csgo_tm_11997,HSG fe,https://oss.5eplay.com/sport/csgo/team/merge_cfhkod9ll806h1bg1lag.png,,1.04,52,24/28,46.2%,25,40.0%,22.9,0.96,-172,,77.5,80.8,27.3,4031,4203,1419,1190,27,51.9%,27,51.9%,294,49.8%,288,48.0%,28,53.8%,31,59.6%,298,65.5%,126,27.3%,,,,,,,,,-,702,1777963826
,csgo_tm_6978,Singularity,https://oss.5eplay.com/sport/csgo/team/hz/cec3qo74nfq43340v370.png,,1.04,105,53/52,50.5%,43,51.2%,26.9,0.98,-143,,89.2,90.5,22.4,9361,9504,2356,2829,58,55.2%,49,46.7%,691,48.8%,708,50.1%,57,54.3%,53,50.5%,538,70.5%,231,28.1%,,,,,,,,,-,703,1777963826
,csgo_tm_11312,QUAZAR,https://oss.5eplay.com/sport/csgo/team/hz/cec3vln4nfq43340vv1g.png,,1.04,89,37/52,41.6%,37,37.8%,22.2,0.97,-222,,72.8,75.3,24.0,6477,6699,2136,1979,34,38.2%,36,40.4%,394,44.7%,451,51.4%,40,44.9%,53,59.6%,581,73.1%,224,26.7%,140,,,,,,,,-4,704,1777963826
,hltv_team_12159,Trouble makers,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,22,12/10,54.5%,11,63.6%,23.3,0.97,-49,,79.1,81.4,26.5,1741,1790,583,513,11,50.0%,13,59.1%,112,45.3%,140,52.6%,11,50.0%,10,45.5%,93,63.7%,44,30.1%,,,,,,,,,-,705,1777963826
,csgo_tm_12011,e-LEMON-ators,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cgr0n774nfqe2nie40i0.png,,1.04,40,19/21,47.5%,19,47.4%,25.8,0.98,-79,,85.5,87.5,23.7,3419,3498,947,1032,19,47.5%,18,45.0%,253,49.6%,254,48.7%,18,45.0%,18,45.0%,273,66.6%,116,27.4%,,,,,,,,,-,706,1777963826
,csgo_tm_9802,B5,https://oss.5eplay.com/sport/csgo/team/hz/cec3tuv4nfq43340vlkg.png,,1.04,31,14/17,45.2%,13,38.5%,28.0,1.00,-8,,94.4,94.6,24.6,2926,2934,763,867,18,58.1%,17,54.8%,248,54.6%,179,43.3%,17,54.8%,10,32.3%,298,70.3%,120,29.5%,,,,,,"$67,634",,,-,707,1777963826
,csgo_tm_10453,ex-BLUEJAYS,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,14,6/8,42.9%,6,50.0%,28.7,1.00,+1,,96.1,96.0,22.0,1345,1344,308,402,8,57.1%,8,57.1%,98,48.3%,104,52.3%,7,50.0%,7,50.0%,152,71.4%,50,26.5%,,,,,,,,,-,708,1777963826
,csgo_tm_10125,DUSTY,https://oss.5eplay.com/sport/csgo/team/hz/cec3ubf4nfq43340vnqg.png,,1.04,19,9/10,47.4%,9,33.3%,21.6,0.95,-64,,71.3,74.6,25.8,1354,1418,490,410,9,47.4%,10,52.6%,100,47.8%,103,51.2%,8,42.1%,13,68.4%,79,66.9%,41,27.9%,,,,,,"$25,321",,,-,709,1777963826
,hltv_team_12218,better than you,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,6,2/4,33.3%,3,33.3%,32.0,0.98,-16,,109.7,112.3,27.3,658,674,164,192,0,0.0%,2,33.3%,54,56.3%,39,40.6%,3,50.0%,4,66.7%,24,61.5%,10,28.6%,,,,,,,,,-,710,1777963826
,hltv_team_12245,FA,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cnemonsconkqks63eapg.png,,1.04,237,107/130,45.1%,146,40.4%,23.1,0.97,-596,,78.2,80.7,24.5,18527,19123,5810,5478,112,47.3%,106,44.7%,1277,47.2%,1391,50.1%,104,43.9%,125,52.7%,1538,68.2%,661,29.3%,,,,,,"$32,520",,,-,711,1777963826
,hltv_team_12295,Torch,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,13,5/8,38.5%,6,33.3%,26.2,0.96,-42,,85.5,88.7,23.1,1111,1153,300,341,6,46.2%,6,46.2%,83,49.4%,78,45.1%,9,69.2%,7,53.8%,97,62.6%,44,29.9%,,,,,,,,,-,712,1777963826
,hltv_team_12313,ex-DomiNation,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,20,11/9,55.0%,10,60.0%,25.8,0.99,-11,,86.0,86.5,21.3,1719,1730,425,516,7,35.0%,9,45.0%,135,53.8%,122,46.0%,5,25.0%,9,45.0%,105,73.4%,29,20.7%,,,,,,,,,-,713,1777963826
,hltv_team_12327,The Suspect,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cqldd64conkotam80040.png,,1.04,77,32/45,41.6%,32,40.6%,22.8,0.97,-208,,77.2,79.9,28.7,5942,6150,2208,1757,42,54.5%,35,45.5%,443,51.0%,417,46.9%,36,46.8%,44,57.1%,480,68.1%,224,30.8%,,,,,,"$16,422",,,-,714,1777963826
,csgo_tm_4822,Reason,https://oss.5eplay.com/sport/csgo/team/hz/cec3pj74nfq43340up1g.png,,1.04,152,71/81,46.7%,69,46.4%,21.7,0.96,-460,,72.3,75.4,22.7,10994,11454,3446,3299,76,50.0%,77,50.7%,853,51.4%,767,46.8%,76,50.0%,75,49.3%,790,72.3%,348,30.2%,,,,,,,,,+23,715,1777963826
,hltv_team_12366,Aurora YB,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cm4jhasconkqks63d5jg.png,,1.04,373,189/184,50.7%,155,50.3%,22.8,0.99,-370,,75.5,76.5,25.5,28170,28540,9512,8509,192,51.5%,187,50.1%,2103,50.0%,2143,50.4%,183,49.1%,191,51.2%,2342,70.2%,1035,30.5%,222,,,,,,,,-,716,1777963826
,hltv_team_12370,Sashi Mix,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,2,1/1,50.0%,2,50.0%,24.5,0.98,-3,,78.5,80.0,20.0,157,160,40,49,0,0.0%,1,50.0%,12,63.2%,11,36.7%,1,50.0%,1,50.0%,9,75.0%,2,18.2%,,,,,,,,,-,717,1777963826
,csgo_tm_6307,Vietnam,https://oss.5eplay.com/sport/csgo/team/hz/cec3qan4nfq43340uuug.png,,1.04,5,1/4,20.0%,2,0.0%,26.0,0.97,-12,,91.2,93.6,24.6,456,468,123,130,3,60.0%,2,40.0%,40,56.3%,21,35.6%,2,40.0%,0,0.0%,24,61.5%,10,21.7%,,,,,,,,,-,718,1777963826
,hltv_team_12388,Space,https://oss.5eplay.com/cloudx/p/sport/csgo/team/ckb4q5kconkqks63bmb0.png,,1.04,272,121/151,44.5%,118,43.2%,23.0,0.98,-321,,76.3,77.5,23.1,20758,21079,6293,6253,113,41.5%,121,44.5%,1478,47.4%,1547,49.3%,133,48.9%,142,52.2%,1484,67.7%,639,29.1%,,,,,,,,,-,719,1777963826
,hltv_team_12334,Preasy,https://oss.5eplay.com/sport/csgo/team/12334.png,,1.04,466,232/234,49.8%,197,49.7%,22.8,0.98,-565,,76.0,77.2,25.2,35394,35959,11766,10612,237,50.9%,239,51.3%,2717,51.0%,2599,49.2%,217,46.6%,208,44.6%,2636,69.9%,1144,28.8%,,,,,,"$168,000",,,-,720,1777963826
,csgo_tm_11518,BNE,https://oss.5eplay.com/cloudx/p/sport/csgo/team/chadt0v4nfqe2nie4ugg.png,,1.04,202,108/94,53.5%,91,53.8%,26.2,0.98,-340,,88.8,90.4,23.3,17929,18269,4713,5298,114,56.4%,101,50.0%,1387,52.6%,1320,49.6%,112,55.4%,97,48.0%,1378,71.1%,608,31.7%,97,,,,,"$203,346",,,-,721,1777963826
,csgo_tm_11249,Meta BR,https://oss.5eplay.com/sport/csgo/team/hz/cec3vjf4nfq43340vukg.png,,1.04,160,72/88,45.0%,73,41.1%,26.0,1.01,+84,,85.2,84.7,20.6,13629,13545,3298,4161,75,46.9%,70,43.8%,1059,50.6%,1001,48.4%,72,45.0%,89,55.6%,830,66.7%,378,29.0%,,,,,,"$40,375",,,-,722,1777963826
,csgo_tm_10399,EG,https://oss.5eplay.com/sport/csgo/team/merge_cgckqapll806h1bg2mr0.png,,1.04,165,78/87,47.3%,83,47.0%,24.9,1.00,+49,,82.2,81.9,24.0,13567,13518,3962,4109,74,44.8%,86,52.1%,1098,52.2%,957,47.7%,83,50.3%,77,46.7%,736,69.4%,272,25.8%,,,,,,"$1,298,026",,,-,723,1777963826
,hltv_team_12601,TIMACETA,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,12,5/7,41.7%,11,36.4%,21.4,1.02,+15,,68.9,67.7,23.7,827,812,284,257,6,50.0%,6,50.0%,60,46.9%,68,52.7%,3,25.0%,6,50.0%,60,66.7%,28,29.8%,,,,,,,,,-,724,1777963826
,hltv_team_12591,KOI,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cmbs24kconkqks63d8vg.png,,1.04,185,88/97,47.6%,95,48.4%,22.9,0.99,-92,,75.4,75.9,26.1,13943,14035,4826,4239,97,52.4%,90,48.6%,996,47.9%,1088,50.4%,91,49.2%,84,45.4%,1388,69.4%,610,30.1%,,,,,,"$43,262",,,-,725,1777963826
,hltv_team_12599,DEATHROW,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,4,2/2,50.0%,2,50.0%,20.5,0.95,-15,,72.3,76.0,20.5,289,304,82,82,0,0.0%,2,50.0%,19,45.2%,16,40.0%,2,50.0%,2,50.0%,12,57.1%,6,25.0%,,,,,,,,,-,726,1777963826
,hltv_team_2516,inSanity,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cn6n4ssconkqks63dv80.png,,1.04,130,66/64,50.8%,69,49.3%,20.9,1.00,-7,,69.0,69.0,23.8,8966,8973,3094,2714,70,53.8%,64,49.2%,709,51.3%,667,50.1%,68,52.3%,70,53.8%,929,71.1%,409,30.9%,,,,,,,,,-,727,1777963826
,hltv_team_12634,RKON,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cnemab4conkqks63eap0.png,,1.04,15,6/9,40.0%,14,42.9%,20.3,0.97,-29,,68.1,70.1,23.3,1022,1051,350,304,7,46.7%,6,40.0%,76,51.7%,71,45.2%,7,46.7%,5,33.3%,52,72.2%,19,29.2%,,,,,,,,,-,728,1777963826
,hltv_team_12705,ex-ENEIDA,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,34,16/18,47.1%,16,43.8%,21.2,0.99,-30,,69.9,70.8,22.1,2378,2408,751,722,17,50.0%,15,44.1%,170,48.9%,181,48.4%,14,41.2%,15,44.1%,216,69.0%,74,25.3%,,,,,,,,,-,729,1777963826
,hltv_team_12723,G3,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,22,8/14,36.4%,11,36.4%,20.7,0.94,-97,,70.0,74.4,24.4,1540,1637,537,455,10,45.5%,9,40.9%,115,51.3%,105,45.5%,12,54.5%,10,45.5%,60,74.1%,24,30.4%,,,,,,,,,-,730,1777963826
,hltv_team_12771,Legacy IN,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,4,2/2,50.0%,2,50.0%,23.8,1.01,+4,,80.8,79.8,23.0,323,319,92,95,2,50.0%,1,25.0%,20,46.5%,27,51.9%,2,50.0%,1,25.0%,26,66.7%,14,34.1%,,,,,,,,,-,731,1777963826
,csgo_tm_cg_tm_manual_100,,,,1.04,4,2/2,50.0%,,,25.5,1.06,+22,,93.8,88.3,0.0,375,353,0,102,3,75.0%,2,50.0%,24,49.0%,34,64.2%,4,100.0%,2,50.0%,0,0.0%,0,0.0%,,,,,,,,,,732,1777963826
,hltv_team_12434,Divina fe,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_ck6f7qcconkqks63bj40.png,,1.04,25,12/13,48.0%,8,37.5%,22.9,0.98,-49,,76.5,78.5,24.5,1913,1962,612,573,13,52.0%,11,44.0%,125,43.3%,152,53.5%,11,44.0%,16,64.0%,104,70.7%,49,28.5%,,,,,,,,,-,733,1777963826
,hltv_team_12459,Wu-Tang,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,37,16/21,43.2%,14,42.9%,26.8,1.01,+27,,89.4,88.6,21.9,3307,3280,811,990,18,48.6%,21,56.8%,224,44.3%,260,53.7%,16,43.2%,17,45.9%,164,67.5%,67,25.3%,,,,,,,,,-,734,1777963826
,csgo_tm_11321,Kappa Bar,https://oss.5eplay.com/cloudx/p/sport/csgo/team/csmn9tsconkotam81dh0.png,,1.04,51,25/26,49.0%,21,42.9%,21.9,0.97,-100,,72.9,74.8,25.4,3716,3816,1294,1119,26,51.0%,29,56.9%,265,49.3%,281,48.3%,26,51.0%,18,35.3%,338,71.8%,140,29.0%,,,,,,"$22,841",,,-,735,1777963826
,hltv_team_12527,Guild Eagles,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cla5ursconkqks63cgdg.png,,1.04,136,66/70,48.5%,63,52.4%,21.9,0.95,-481,,73.7,77.2,25.3,10024,10505,3436,2973,75,55.1%,63,46.3%,688,47.8%,779,50.8%,77,56.6%,65,47.8%,769,68.7%,341,30.1%,,,,,,"$35,422",,,-,736,1777963826
,hltv_team_12514,Metizport X,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cp6puqsconklgsjvhou0.png,,1.04,22,10/12,45.5%,9,44.4%,20.7,0.95,-76,,68.4,71.9,24.0,1505,1581,528,456,11,50.0%,9,40.9%,92,43.6%,126,51.4%,11,50.0%,10,45.5%,135,68.9%,54,28.1%,,,,,,,,,-,737,1777963826
,csgo_tm_11571,Gaimin Gladiators,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_coe91msconklgsjvh5k0.png,,1.04,377,188/189,49.9%,160,53.1%,21.8,0.99,-386,,71.9,72.9,26.4,27114,27500,9967,8218,192,50.9%,188,49.9%,2030,50.0%,2035,49.0%,165,43.8%,170,45.1%,2625,69.4%,1065,28.9%,41,,,,,"$113,774",,,-,738,1777963826
,hltv_team_12812,AI,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cqerca4conkotam7vqh0.png,,1.04,175,77/98,44.0%,67,40.3%,21.3,0.97,-401,,69.9,72.2,22.8,12238,12639,3985,3728,71,40.6%,81,46.3%,897,48.6%,906,48.2%,75,42.9%,93,53.1%,1135,69.0%,507,29.7%,,,,,,"$43,749",,,-4,739,1777963826
,hltv_team_12820, TSM Impact,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cp9kcasconklgsjvhrj0.png,,1.04,43,20/23,46.5%,19,47.4%,20.2,0.94,-186,,67.3,71.7,23.0,2896,3082,987,867,22,51.2%,18,41.9%,194,46.1%,219,49.1%,20,46.5%,18,41.9%,265,70.1%,111,26.2%,,,,,,"$8,500",,,-,740,1777963826
,hltv_team_12855,HAVENs,https://oss.5eplay.com/cloudx/p/sport/csgo/team/ctdqc8sconkqmjpn7ev0.png,,1.04,23,9/14,39.1%,9,33.3%,21.0,0.93,-114,,69.4,74.3,26.1,1596,1710,601,482,10,43.5%,12,52.2%,115,51.6%,114,44.0%,8,34.8%,15,65.2%,120,62.8%,62,31.2%,248,,,,,,,,+6,741,1777963826
,hltv_team_12851,MYSKILL,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,13,5/8,38.5%,5,20.0%,22.2,0.99,-12,,73.9,74.8,23.0,961,973,299,289,7,53.8%,6,46.2%,58,37.9%,76,55.9%,6,46.2%,6,46.2%,81,63.3%,30,29.1%,,,,,,,,,-,742,1777963826
,cg_tm_manual_177,天才宝宝,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cq36k3cconkotam7vidg.png,,1.04,4,2/2,50.0%,5,40.0%,21.8,1.06,+19,,80.3,75.5,24.0,321,302,96,87,2,50.0%,3,75.0%,18,43.9%,25,54.3%,1,25.0%,1,25.0%,0,0.0%,0,0.0%,,,,,,,,,-,743,1777963826
,cg_tm_manual_181,verying,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cq3855sconkotam7vjcg.png,,1.04,25,18/7,72.0%,19,78.9%,24.4,1.06,+122,,90.7,85.8,24.2,2268,2146,606,611,16,64.0%,18,72.0%,181,59.5%,150,48.9%,11,44.0%,12,48.0%,0,0.0%,0,0.0%,,,,,,,,,-,744,1777963826
,csgo_tm_5141,Slovakia,https://oss.5eplay.com/sport/csgo/team/hz/cec3pnn4nfq43340uqh0.png,,1.04,18,9/9,50.0%,12,50.0%,20.8,0.96,-53,,69.3,72.3,25.2,1248,1301,454,375,6,33.3%,7,38.9%,89,48.4%,93,48.7%,11,61.1%,10,55.6%,125,70.2%,56,28.3%,,,,,,"$2,216",,,-,745,1777963826
,hltv_team_12887,OneDay fe,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,23,9/14,39.1%,10,30.0%,21.4,0.95,-92,,73.3,77.3,26.2,1685,1777,602,492,12,52.2%,13,56.5%,111,48.1%,124,47.5%,11,47.8%,14,60.9%,123,70.3%,54,26.3%,,,,,,,,,-,746,1777963826
,hltv_team_12908,Aether,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cqos43cconkotam806n0.png,,1.04,156,72/84,46.2%,70,42.9%,21.7,0.96,-529,,73.3,76.7,25.0,11442,11971,3905,3385,79,50.6%,67,42.9%,831,49.5%,819,48.0%,68,43.6%,71,45.5%,959,69.2%,446,29.1%,215,,,,,,,,+9,747,1777963826
,hltv_team_12997,AK BARS,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,15,5/10,33.3%,6,16.7%,21.7,0.98,-17,,73.5,74.7,22.7,1103,1120,341,326,6,40.0%,4,26.7%,82,49.7%,74,46.0%,4,26.7%,9,60.0%,108,67.5%,48,28.7%,,,,,,,,,-,748,1777963826
,hltv_team_13000,Insomnia,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_csbg2psconkotam819pg.png,,1.04,11,5/6,45.5%,5,40.0%,23.5,0.98,-19,,78.5,80.2,26.9,863,882,296,259,3,27.3%,3,27.3%,60,46.9%,66,50.4%,4,36.4%,7,63.6%,83,63.8%,35,28.7%,,,,,,,,,-,749,1777963826
,csgo_tm_11711,Players,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,253,125/128,49.4%,120,42.5%,22.0,0.99,-149,,73.0,73.6,24.6,18480,18629,6216,5566,142,56.1%,126,49.8%,1407,50.8%,1391,49.8%,134,53.0%,134,53.0%,1707,70.2%,763,30.2%,225,,,,,,,,+6,750,1777963826
,hltv_team_13005,MCS,https://oss.5eplay.com/cloudx/p/sport/csgo/team/ct8jg1sconkqmjpn78p0.png,,1.04,29,11/18,37.9%,14,35.7%,20.2,0.94,-117,,67.6,71.6,23.7,1959,2076,686,585,12,41.4%,13,44.8%,125,42.7%,146,50.0%,15,51.7%,14,48.3%,173,67.1%,66,26.5%,,,,,,,,,-,751,1777963826
,hltv_team_13046,CS2News,https://oss.5eplay.com/cloudx/p/sport/csgo/team/ctsf8f4conkqmjpn7k5g.png,,1.04,26,11/15,42.3%,10,30.0%,21.9,0.95,-103,,73.5,77.5,26.4,1912,2015,686,570,13,50.0%,13,50.0%,134,47.5%,140,48.6%,14,53.8%,13,50.0%,175,67.3%,55,24.6%,,,,,,,,,-,752,1777963826
,hltv_team_13045,South Africa fe,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cspi5bcconkotam81et0.png,,1.04,7,3/4,42.9%,3,33.3%,21.0,0.93,-37,,72.7,78.0,24.9,509,546,174,147,1,14.3%,3,42.9%,34,48.6%,33,42.9%,2,28.6%,4,57.1%,46,70.8%,13,20.6%,,,,,,,,,-,753,1777963826
,hltv_team_13086,QPT,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,3,2/1,66.7%,2,50.0%,20.7,0.96,-9,,68.3,71.3,22.0,205,214,66,62,2,66.7%,2,66.7%,15,53.6%,18,52.9%,2,66.7%,1,33.3%,24,75.0%,9,30.0%,,,,,,,,,-,754,1777963826
,hltv_team_13121,Eco Warriors,https://oss.5eplay.com/sport/csgo/team/null.png,,1.04,52,25/27,48.1%,21,47.6%,20.7,0.98,-85,,70.0,71.7,24.5,3642,3727,1274,1077,26,50.0%,25,48.1%,271,49.3%,256,48.6%,24,46.2%,30,57.7%,357,69.3%,165,31.7%,189,,,,,,,,-,755,1777963826
,hltv_team_13118,Adventurers,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cuhg2r4conkqmjpn831g.png,,1.04,46,21/25,45.7%,19,42.1%,21.9,0.99,-31,,74.2,74.9,23.3,3415,3446,1071,1007,20,43.5%,24,52.2%,248,48.4%,253,51.1%,23,50.0%,30,65.2%,328,73.1%,151,30.3%,171,,,,,,,,-,756,1777963826
,hltv_team_13143,black mold,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cusjmckconkqmjpn8ce0.png,,1.04,28,13/15,46.4%,14,42.9%,18.9,0.95,-87,,63.7,66.8,20.1,1784,1871,562,530,15,53.6%,14,50.0%,112,43.1%,146,54.1%,15,53.6%,11,39.3%,172,67.2%,79,28.8%,,,,,,,,,+260,757,1777963826
